Connections     kcuc	            kcut                ktut	            ktuc
1	            166991.169024736	129998.29300889	    25185.2812017883	16217.2306492477
2	            146664.296646299	162120.744810632	50219.0143534191	26280.5207053174
4	            149057.35904129	    195468.173629936	91086.3570279853	51074.5278732505
8	            169872.373011593	230443.794580432	166696.967012085	70887.4489547723
16	            241526.880863979	479279.957302546	426367.337999895	127100.553424836
32	            353737.972258497	933485.374586923	1139286.08983835	244512.123231743
64	            587677.102914845	4064794.41039385	5993011.2068314	    554170.849427414
96	            974759.338829522	0		            0                   1039574.28361624
